id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_scree-1i-1g_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,v_type_of_assessment,start,end,event,two_year_recid,score_text
5147,Male,22,Less_than_25,Other,0,0,0,0,-1,1,F,1,(F3),50,N,0,N,Risk of Recidivism,Risk of Violence,6,239,1,1,High
5148,Male,27,25-45,Caucasian,0,0,0,0,0,0,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,652,1,1,Low
5149,Male,29,25-45,African-American,0,0,0,5,0,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,606,1,1,High
5150,Male,38,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,3,893,0,0,Low
5151,Female,54,Greater_than_45,Caucasian,0,0,0,2,-3,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,830,0,0,Low
5152,Male,26,25-45,African-American,0,0,0,1,0,0,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,57,61,1,1,High
5153,Male,37,25-45,African-American,1,8,5,23,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,74,0,1,High
5154,Male,36,25-45,African-American,0,2,1,25,0,0,M,1,(F2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,31,0,1,High
5155,Male,28,25-45,African-American,0,0,0,18,-1,1,F,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,11,113,0,1,High
5158,Male,49,Greater_than_45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1105,0,0,Low
5160,Male,36,25-45,African-American,0,0,0,11,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,936,1,0,High
5161,Female,26,25-45,African-American,0,0,0,2,-1,634,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,756,0,0,High
5162,Female,41,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1057,0,0,Low
5163,Male,26,25-45,Hispanic,0,0,1,9,0,0,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,265,0,1,High
5166,Male,40,25-45,Caucasian,1,0,0,9,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,877,0,0,High
5167,Male,29,25-45,Caucasian,0,0,1,8,-54,54,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,847,0,0,High
5168,Male,21,Less_than_25,African-American,1,0,0,7,-1,1,F,1,(F3),28,N,0,N,Risk of Recidivism,Risk of Violence,10,331,0,1,High
5170,Male,22,Less_than_25,Other,0,0,0,0,-1,1,F,1,(M2),163,N,0,N,Risk of Recidivism,Risk of Violence,0,192,1,1,Low
5171,Male,33,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,242,0,0,Low
5172,Male,26,25-45,African-American,0,0,0,7,-19,19,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,247,0,0,High
5173,Female,27,25-45,African-American,0,0,0,0,-1,1,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,628,1,1,Low
5174,Male,35,25-45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,973,0,0,Low
5176,Male,27,25-45,African-American,0,0,0,3,-1,365,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,761,0,0,Low
5177,Male,37,25-45,Hispanic,0,0,0,3,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,540,1,1,Low
5178,Female,31,25-45,African-American,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,61,74,0,0,High
5179,Male,36,25-45,African-American,1,0,0,26,-1,1,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,141,1,1,High
5180,Female,32,25-45,Other,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,881,0,0,Low
5181,Male,50,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1096,0,0,Low
5182,Male,52,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1127,0,0,Low
5183,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1151,0,0,Low
5184,Male,38,25-45,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,725,0,0,Low
5186,Male,54,Greater_than_45,African-American,0,0,0,11,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1100,0,0,High
5187,Male,71,Greater_than_45,Caucasian,0,0,0,13,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,957,0,0,Low
5188,Male,27,25-45,African-American,0,4,4,9,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,59,1,1,High
5189,Female,39,25-45,Caucasian,0,0,0,1,-1,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,38,935,0,0,Low
5190,Male,34,25-45,Other,0,0,0,1,0,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,174,1,1,Low
5191,Male,23,Less_than_25,Other,0,0,0,0,-1,1,M,1,(M1),49,N,0,N,Risk of Recidivism,Risk of Violence,4,23,1,1,High
5192,Male,46,Greater_than_45,African-American,1,0,0,8,261,0,M,1,(F1),1,N,0,N,Risk of Recidivism,Risk of Violence,0,260,1,1,Low
5193,Female,36,25-45,African-American,0,0,0,5,0,0,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,1,74,0,1,High
5194,Male,55,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,837,0,0,Low
5196,Male,33,25-45,Hispanic,0,0,0,1,-1,400,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1113,0,0,Low
5197,Male,45,Greater_than_45,African-American,0,0,0,0,-1,-1,M,1,(MO3),0,N,1,(F1),Risk of Recidivism,Risk of Violence,0,288,1,1,Low
5198,Male,27,25-45,Caucasian,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,9,884,0,0,Low
5201,Male,23,Less_than_25,African-American,0,0,3,2,0,0,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,401,1,1,Low
5203,Male,20,Less_than_25,African-American,1,0,0,1,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,35,0,1,High
5204,Female,31,25-45,African-American,0,2,0,10,-3,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,493,0,0,High
5205,Male,24,Less_than_25,Caucasian,0,0,0,8,0,0,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,37,932,1,0,High
5207,Female,37,25-45,Caucasian,0,0,0,2,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,83,1,1,High
5208,Male,25,25-45,African-American,0,0,0,0,-41,2,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,240,1,1,High
5209,Male,26,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1092,0,0,Low
5211,Male,29,25-45,Hispanic,0,0,0,0,-1,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1060,0,0,Low
5213,Male,33,25-45,Hispanic,0,0,0,3,-51,995,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1087,0,0,Low
5215,Male,29,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1082,0,0,Low
5216,Male,41,25-45,African-American,0,0,0,4,0,0,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,471,1,1,Low
5217,Male,37,25-45,African-American,0,0,0,0,-1,1,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,508,1,1,Low
5218,Male,46,Greater_than_45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,379,0,0,Low
5219,Female,56,Greater_than_45,Caucasian,0,0,0,10,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,40,74,1,1,High
5222,Male,23,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,285,0,1,Low
5223,Female,23,Less_than_25,African-American,0,0,0,1,-2,2,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,113,1,1,High
5224,Male,25,25-45,African-American,0,0,0,0,0,1,F,1,(F1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,144,1,1,High
5225,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,196,1,1,High
5226,Male,35,25-45,African-American,0,0,0,27,-103,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,822,0,0,High
5227,Male,48,Greater_than_45,African-American,0,0,0,10,-1,215,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1172,0,0,High
5231,Male,26,25-45,Hispanic,0,0,0,1,-24,24,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,445,1,1,Low
5232,Male,24,Less_than_25,Caucasian,0,0,0,2,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,9,203,1,1,High
5236,Male,25,25-45,African-American,0,1,1,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1128,0,0,High
5243,Male,23,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),0,N,1,(M1),Risk of Recidivism,Risk of Violence,14,28,1,1,High
5244,Male,43,25-45,Caucasian,0,0,0,2,-26,26,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1115,0,0,Low
5246,Female,53,Greater_than_45,Caucasian,0,0,0,0,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,931,0,0,Low
5247,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,57,346,1,1,High
5248,Male,25,25-45,African-American,1,0,0,4,-1,99,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,857,0,0,High
5249,Male,28,25-45,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1115,0,0,Low
5251,Male,21,Less_than_25,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1079,0,0,Low
5252,Male,31,25-45,Other,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,8,843,0,0,Low
5253,Male,33,25-45,Caucasian,0,0,0,3,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,1,86,1,1,High
5255,Female,35,25-45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,752,0,0,Low
5258,Male,55,Greater_than_45,Caucasian,0,0,0,3,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1091,0,0,Low
5259,Male,50,Greater_than_45,Hispanic,0,0,0,9,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,28,131,0,1,High
5260,Male,28,25-45,African-American,0,0,0,0,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,996,0,0,Low
5261,Male,44,25-45,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,1,706,1,1,Low
5262,Female,48,Greater_than_45,Caucasian,0,0,0,2,-66,67,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,913,0,0,Low
5263,Male,19,Less_than_25,African-American,2,1,1,3,22,23,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,22,0,1,High
5264,Male,23,Less_than_25,Other,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,44,153,0,0,High
5265,Male,24,Less_than_25,African-American,0,0,1,3,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,293,1,1,High
5266,Male,50,Greater_than_45,Caucasian,0,0,0,2,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,843,0,0,Low
5270,Male,31,25-45,African-American,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,22,1071,0,0,Low
5271,Female,28,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,172,0,1,Low
5272,Male,42,25-45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,863,0,0,Low
5274,Male,21,Less_than_25,African-American,0,0,0,0,0,1,M,1,(F3),101,N,0,N,Risk of Recidivism,Risk of Violence,97,285,1,1,High
5275,Male,29,25-45,African-American,0,0,0,5,-1,643,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,745,0,0,High
5276,Male,48,Greater_than_45,Caucasian,0,0,0,1,-1,497,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1168,0,0,Low
5278,Male,21,Less_than_25,Caucasian,0,0,0,0,0,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,64,1,1,High
5279,Male,24,Less_than_25,Other,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,128,0,1,Low
5280,Male,31,25-45,Caucasian,0,0,0,3,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,135,1,1,High
5281,Male,23,Less_than_25,Hispanic,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1180,0,0,Low
5282,Male,27,25-45,Caucasian,0,0,0,0,0,0,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,218,1,1,High
5287,Male,32,25-45,Other,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,844,0,0,Low
5288,Male,75,Greater_than_45,Caucasian,0,0,0,1,-35,36,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,653,1,1,Low
5289,Male,28,25-45,African-American,0,0,0,7,-1,0,F,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,77,377,1,1,High
5290,Male,67,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1068,0,0,Low
5293,Female,32,25-45,African-American,0,0,0,11,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,835,0,0,High
5294,Male,44,25-45,African-American,0,0,0,7,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,622,0,0,Low
5295,Male,25,25-45,African-American,0,0,0,1,-24,24,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,42,1,1,Low
5297,Female,30,25-45,African-American,0,0,0,15,0,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,1,451,0,1,High
5298,Male,28,25-45,Caucasian,0,1,0,9,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,101,0,0,Low
5301,Male,27,25-45,African-American,0,0,0,0,0,0,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,3,20,0,1,High
5307,Male,36,25-45,African-American,0,0,0,4,-215,215,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,758,0,0,Low
5308,Male,36,25-45,Other,0,0,0,8,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,288,0,0,Low
5309,Female,25,25-45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1045,0,0,Low
5312,Male,31,25-45,Caucasian,0,0,0,5,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,76,1,1,High
5313,Male,30,25-45,Caucasian,0,0,0,0,0,0,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,24,1,1,Low
5314,Male,33,25-45,African-American,0,0,0,4,-9,9,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,892,0,0,Low
5315,Male,38,25-45,Hispanic,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,899,0,0,Low
5316,Male,26,25-45,African-American,0,0,0,1,0,0,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,379,1,1,Low
5318,Male,52,Greater_than_45,Hispanic,0,0,0,5,-1,1,F,1,(F5),-1,N,1,(F5),Risk of Recidivism,Risk of Violence,6,438,1,1,Low
5321,Female,22,Less_than_25,Caucasian,0,0,0,2,-1,1,M,1,(M1),116,N,0,N,Risk of Recidivism,Risk of Violence,1,80,0,1,High
5322,Male,50,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,766,0,0,Low
5323,Male,37,25-45,African-American,0,0,0,4,135,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,135,0,0,Low
5324,Male,58,Greater_than_45,Caucasian,0,0,0,1,-1,1,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,639,0,1,Low
5326,Male,34,25-45,Caucasian,0,0,0,3,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,91,1,1,Low
5327,Male,32,25-45,Caucasian,0,0,0,1,0,0,F,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,123,1,1,Low
5330,Male,29,25-45,African-American,0,0,0,0,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,446,1,1,Low
5331,Male,27,25-45,African-American,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,936,0,0,Low
5332,Male,39,25-45,Caucasian,0,0,0,5,-21,21,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,956,0,0,Low
5333,Male,24,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,539,0,0,Low
5334,Male,38,25-45,African-American,1,0,0,8,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1153,0,0,High
5335,Male,52,Greater_than_45,Caucasian,0,0,0,7,-23,23,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,851,0,0,Low
5337,Male,56,Greater_than_45,African-American,0,0,0,3,-27,27,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,270,1,1,Low
5339,Male,46,Greater_than_45,Caucasian,0,0,0,7,0,0,F,1,(F3),758,N,0,N,Risk of Recidivism,Risk of Violence,36,341,1,1,High
5341,Male,38,25-45,Caucasian,0,0,0,5,-11,11,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,46,1,1,Low
5342,Male,47,Greater_than_45,Caucasian,0,0,0,3,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,63,1082,0,0,High
5344,Male,32,25-45,Caucasian,0,0,0,0,-7,7,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1081,0,0,Low
5346,Male,34,25-45,African-American,0,1,0,27,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1091,0,0,High
5347,Male,42,25-45,African-American,0,0,0,5,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,310,0,0,High
5348,Female,35,25-45,African-American,0,0,0,0,-1,1,M,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,552,1,1,Low
5349,Male,20,Less_than_25,Caucasian,0,0,0,0,-1,1,F,1,(M2),1,N,0,N,Risk of Recidivism,Risk of Violence,6,313,1,1,High
5350,Female,32,25-45,Caucasian,0,0,0,2,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,32,55,0,1,High
5351,Male,21,Less_than_25,Caucasian,0,0,1,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1088,0,0,High
5352,Male,24,Less_than_25,African-American,0,0,0,0,0,0,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,494,1,1,Low
5354,Male,24,Less_than_25,African-American,0,0,0,1,-1,1,M,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,7,1,1,High
5355,Male,55,Greater_than_45,Hispanic,0,0,0,2,-32,32,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1025,0,0,Low
5358,Male,26,25-45,African-American,0,0,0,0,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,95,0,1,Low
5360,Male,52,Greater_than_45,Caucasian,0,0,0,8,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,39,937,0,0,Low
5363,Male,27,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,965,0,0,Low
5364,Female,27,25-45,Caucasian,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,825,0,0,High
5365,Male,56,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,759,0,0,Low
5366,Male,52,Greater_than_45,Caucasian,0,0,0,16,-4,5,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,7,14,1,1,High
5367,Male,37,25-45,African-American,0,0,0,3,-1,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,367,1,1,Low
5369,Male,45,Greater_than_45,African-American,0,0,0,0,-6,6,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,995,0,0,Low
5370,Male,23,Less_than_25,African-American,0,0,0,1,-39,39,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,455,0,0,Low
5371,Female,36,25-45,Caucasian,0,0,0,3,-27,27,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,327,0,1,High
5372,Female,29,25-45,African-American,0,0,0,0,-3,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,837,0,0,Low
5373,Male,21,Less_than_25,Hispanic,0,0,0,0,-5,5,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,272,0,0,Low
5374,Male,20,Less_than_25,Other,0,2,1,3,-1,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,68,1,1,Low
5377,Male,69,Greater_than_45,African-American,0,0,0,3,-1,315,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,947,0,0,High
5379,Male,27,25-45,African-American,0,1,0,11,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,4,151,0,0,High
5380,Male,28,25-45,African-American,1,0,1,11,0,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,447,1,1,High
5381,Male,38,25-45,African-American,0,0,0,4,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,739,1,0,Low
5382,Male,30,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1136,0,0,Low
5383,Female,19,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(F2),-1,N,1,(F1),Risk of Recidivism,Risk of Violence,0,15,1,1,High
5386,Female,37,25-45,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,932,0,0,Low
5387,Male,34,25-45,African-American,0,0,0,0,-1,1,M,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,1,67,1,1,Low
5388,Male,37,25-45,Caucasian,0,0,0,7,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,69,112,1,1,High
5389,Male,21,Less_than_25,African-American,0,0,1,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,780,0,0,High
5390,Male,21,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,6,246,1,1,High
5391,Female,38,25-45,Caucasian,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,645,0,0,Low
5392,Male,47,Greater_than_45,African-American,0,0,0,1,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,764,0,0,Low
5394,Male,56,Greater_than_45,Caucasian,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,190,1118,0,0,Low
5395,Male,27,25-45,African-American,0,0,0,2,-1,1,F,1,(M2),1,N,0,N,Risk of Recidivism,Risk of Violence,580,324,0,1,High
5398,Male,23,Less_than_25,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,600,0,0,High
5399,Male,57,Greater_than_45,Caucasian,0,0,0,0,-2,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,988,0,0,Low
5400,Male,25,25-45,African-American,0,1,0,9,-17,6,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,792,0,0,High
5402,Female,23,Less_than_25,African-American,0,0,0,2,16,20,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,16,0,1,High
5403,Male,32,25-45,African-American,0,0,0,8,0,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,2,57,1,1,High
5404,Female,36,25-45,African-American,0,0,0,2,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,896,0,0,High
5405,Male,41,25-45,African-American,0,0,0,5,-1,1006,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,784,0,0,High
5406,Male,31,25-45,Hispanic,0,0,0,2,-69,69,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1059,0,0,Low
5410,Female,39,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1043,0,0,Low
5411,Male,21,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(M2),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,1,68,0,1,High
5412,Male,43,25-45,Caucasian,0,0,0,8,35,435,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,35,1,1,Low
5416,Male,31,25-45,African-American,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,356,0,0,Low
5417,Male,37,25-45,Caucasian,0,0,0,0,-2,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1152,0,0,Low
5418,Male,27,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1149,0,0,Low
